Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
IRL,19/04/2013,19:45,Derry City,Shamrock Rovers,2.0,1.0,H,2.57,3.1,2.69
IRL,19/04/2013,19:45,Drogheda,UC Dublin,3.0,2.0,H,1.45,4.1,6.84
IRL,21/04/2013,15:00,Bray,Limerick,0.0,4.0,A,3.92,3.3,1.91
IRL,26/04/2013,19:35,Dundalk,Cork City,2.0,0.0,H,2.26,3.18,3.07
IRL,26/04/2013,19:45,Bohemians,Bray,3.0,2.0,H,2.09,3.16,3.52
IRL,26/04/2013,19:45,St. Patricks,Derry City,1.0,1.0,D,2.32,3.02,3.13
IRL,26/04/2013,19:45,UC Dublin,Shamrock Rovers,2.0,0.0,H,7.68,4.37,1.39
IRL,27/04/2013,19:45,Limerick,Shelbourne,0.0,0.0,D,1.45,4.04,6.81
IRL,27/04/2013,19:45,Sligo Rovers,Drogheda,2.0,2.0,D,1.5,3.85,6.49
IRL,29/04/2013,19:45,Bray,Cork City,1.0,2.0,A,3.87,3.41,1.88
IRL,29/04/2013,19:45,St. Patricks,Bohemians,1.0,1.0,D,1.38,4.29,8.33
IRL,03/05/2013,19:45,Bray,Dundalk,0.0,1.0,A,4.48,3.48,1.75
IRL,03/05/2013,19:45,Cork City,St. Patricks,0.0,2.0,A,3.59,3.19,2.04
IRL,03/05/2013,19:45,Derry City,Limerick,2.0,1.0,H,1.68,3.51,4.99
IRL,03/05/2013,19:45,Drogheda,Bohemians,2.0,2.0,D,1.64,3.54,5.33
IRL,03/05/2013,20:00,Shamrock Rovers,Sligo Rovers,1.0,1.0,D,2.78,3.05,2.53
IRL,03/05/2013,20:00,Shelbourne,UC Dublin,2.0,0.0,H,2.62,3.09,2.66
IRL,06/05/2013,15:00,Drogheda,St. Patricks,1.0,2.0,A,3.48,3.23,2.05
IRL,06/05/2013,15:30,Cork City,Limerick,2.0,3.0,A,2.81,3.06,2.5
IRL,06/05/2013,17:00,Sligo Rovers,Derry City,3.0,0.0,H,2.07,3.19,3.5
IRL,06/05/2013,19:00,Shamrock Rovers,Dundalk,1.0,0.0,H,1.69,3.54,4.84
IRL,06/05/2013,19:00,Shelbourne,Bray,1.0,2.0,A,2.21,3.23,3.13
IRL,07/05/2013,19:45,UC Dublin,Bohemians,1.0,0.0,H,2.88,3.15,2.4
IRL,10/05/2013,19:45,Bohemians,Cork City,1.0,2.0,A,3.08,3.1,2.28
IRL,10/05/2013,19:45,Bray,Sligo Rovers,0.0,0.0,D,10.5,5.23,1.26
IRL,10/05/2013,19:45,Derry City,UC Dublin,2.0,4.0,A,1.26,5.24,10.75
IRL,10/05/2013,19:45,Dundalk,Shelbourne,1.0,0.0,H,1.46,4.04,6.9
IRL,14/05/2013,19:45,Limerick,Drogheda,0.0,1.0,A,2.18,3.22,3.19
IRL,14/05/2013,19:45,St. Patricks,Shamrock Rovers,0.0,0.0,D,2.52,3.07,2.76
IRL,17/05/2013,19:05,Shamrock Rovers,Bohemians,1.0,1.0,D,1.34,4.56,8.89
IRL,17/05/2013,19:45,Cork City,Bray,1.0,3.0,A,1.62,3.61,5.36
IRL,17/05/2013,19:45,Drogheda,Derry City,2.0,3.0,A,3.06,3.21,2.26
IRL,17/05/2013,19:45,UC Dublin,Limerick,1.0,1.0,D,3.78,3.38,1.91
IRL,17/05/2013,20:00,Shelbourne,St. Patricks,0.0,3.0,A,8.64,4.29,1.37
IRL,24/05/2013,19:05,Limerick,Sligo Rovers,0.0,0.0,D,5.15,3.62,1.64
IRL,24/05/2013,19:45,Bohemians,St. Patricks,0.0,2.0,A,7.37,3.79,1.46
IRL,24/05/2013,19:45,Bray,Drogheda,3.0,2.0,H,4.1,3.54,1.8
IRL,24/05/2013,19:45,Derry City,Cork City,1.0,1.0,D,1.69,3.53,4.83
IRL,24/05/2013,19:45,Dundalk,UC Dublin,2.0,3.0,A,1.49,4.0,6.31
IRL,24/05/2013,20:00,Shamrock Rovers,Shelbourne,1.0,0.0,H,1.2,5.92,12.68
IRL,28/05/2013,19:45,Sligo Rovers,Dundalk,0.0,1.0,A,1.46,4.16,6.52
